Name,Correspondence Code,,,,,,
Asturias,072206000,,,,,,
Badian,072207000,,,,,,
Balamban,072208000,,,,,,
Bantayan,072209000,,,,,,
Barili,072210000,,,,,,
City of Bogo,072211000,,,,,,
Boljoon,072212000,,,,,,
Borbon,072213000,,,,,,
City of Carcar,072214000,,,,,,
Carmen,072215000,,,,,,
Catmon,072216000,,,,,,
City of Cebu (Capital),072217000,,,,,,
Compostela,072218000,,,,,,
Consolacion,072219000,,,,,,
Cordova,072220000,,,,,,
Daanbantayan,072221000,,,,,,
Dalaguete,072222000,,,,,,
Danao City,072223000,,,,,,
Dumanjug,072224000,,,,,,
Ginatilan,072225000,,,,,,
City of Lapu-Lapu,072226000,,,,,,
Liloan,072227000,,,,,,
Madridejos,072228000,,,,,,
Malabuyoc,072229000,,,,,,
City of Mandaue,072230000,,,,,,
Medellin,072231000,,,,,,
Minglanilla,072232000,,,,,,
Moalboal,072233000,,,,,,
City of Naga,072234000,,,,,,
Oslob,072235000,,,,,,
Pilar,072236000,,,,,,
Pinamungajan,072237000,,,,,,
Poro,072238000,,,,,,
Ronda,072239000,,,,,,
Samboan,072240000,,,,,,
San Fernando,072241000,,,,,,
San Francisco,072242000,,,,,,
San Remigio,072243000,,,,,,
Santa Fe,072244000,,,,,,
Santander,072245000,,,,,,
Sibonga,072246000,,,,,,
Sogod,072247000,,,,,,
Tabogon,072248000,,,,,,
Tabuelan,072249000,,,,,,
City of Talisay,072250000,,,,,,
City of Toledo,072251000,,,,,,
Tuburan,072252000,,,,,,
Tudela,072253000,,,,,,
Amlan,074601000,,,,,,
Ayungon,074602000,,,,,,
Bacong,074603000,,,,,,
City of Bais,074604000,,,,,,
Basay,074605000,,,,,,
City of Bayawan,074606000,,,,,,
Bindoy,074607000,,,,,,
City of Canlaon,074608000,,,,,,
Dauin,074609000,,,,,,
City of Dumaguete (Capital),074610000,,,,,,
City of Guihulngan,074611000,,,,,,
Jimalalud,074612000,,,,,,
La Libertad,074613000,,,,,,
Mabinay,074614000,,,,,,
Manjuyod,074615000,,,,,,
Pamplona,074616000,,,,,,
San Jose,074617000,,,,,,
Santa Catalina,074618000,,,,,,
Siaton,074619000,,,,,,
Sibulan,074620000,,,,,,
City of Tanjay,074621000,,,,,,
Tayasan,074622000,,,,,,
Valencia,074623000,,,,,,
Vallehermoso,074624000,,,,,,
Zamboanguita,074625000,,,,,,
Enrique Villanueva,076101000,,,,,,
Larena,076102000,,,,,,
Lazi,076103000,,,,,,
Maria,076104000,,,,,,
San Juan,076105000,,,,,,
Siquijor (Capital),076106000,,,,,,
Arteche,082601000,,,,,,
Balangiga,082602000,,,,,,
Balangkayan,082603000,,,,,,
City of Borongan (Capital),082604000,,,,,,
Can-Avid,082605000,,,,,,
Dolores,082606000,,,,,,
General Macarthur,082607000,,,,,,
Giporlos,082608000,,,,,,
Guiuan,082609000,,,,,,
Hernani,082610000,,,,,,
Jipapad,082611000,,,,,,
Lawaan,082612000,,,,,,
Llorente,082613000,,,,,,
Maslog,082614000,,,,,,
Maydolong,082615000,,,,,,
Mercedes,082616000,,,,,,
Oras,082617000,,,,,,
Quinapondan,082618000,,,,,,
Salcedo,082619000,,,,,,
San Julian,082620000,,,,,,
San Policarpo,082621000,,,,,,
Sulat,082622000,,,,,,
Taft,082623000,,,,,,
Abuyog,083701000,,,,,,
Alangalang,083702000,,,,,,
Albuera,083703000,,,,,,
Babatngon,083705000,,,,,,
Barugo,083706000,,,,,,
Bato,083707000,,,,,,
City of Baybay,083708000,,,,,,
Burauen,083710000,,,,,,
Calubian,083713000,,,,,,
Capoocan,083714000,,,,,,
Carigara,083715000,,,,,,
Dagami,083717000,,,,,,
Dulag,083718000,,,,,,
Hilongos,083719000,,,,,,
Hindang,083720000,,,,,,
Inopacan,083721000,,,,,,
Isabel,083722000,,,,,,
Jaro,083723000,,,,,,
Javier,083724000,,,,,,
Julita,083725000,,,,,,
Kananga,083726000,,,,,,
La Paz,083728000,,,,,,
Leyte,083729000,,,,,,
Macarthur,083730000,,,,,,
Mahaplag,083731000,,,,,,
Matag-Ob,083733000,,,,,,
Matalom,083734000,,,,,,
Mayorga,083735000,,,,,,
Merida,083736000,,,,,,
Ormoc City,083738000,,,,,,
Palo,083739000,,,,,,
Palompon,083740000,,,,,,
Pastrana,083741000,,,,,,
San Isidro,083742000,,,,,,
San Miguel,083743000,,,,,,
Santa Fe,083744000,,,,,,
Tabango,083745000,,,,,,
Tabontabon,083746000,,,,,,
City of Tacloban (Capital),083747000,,,,,,
Tanauan,083748000,,,,,,
Tolosa,083749000,,,,,,
Tunga,083750000,,,,,,
Villaba,083751000,,,,,,
Allen,084801000,,,,,,
Biri,084802000,,,,,,
Bobon,084803000,,,,,,
Capul,084804000,,,,,,
Catarman (Capital),084805000,,,,,,
Catubig,084806000,,,,,,
Gamay,084807000,,,,,,
Laoang,084808000,,,,,,
Lapinig,084809000,,,,,,
Las Navas,084810000,,,,,,
Lavezares,084811000,,,,,,
Mapanas,084812000,,,,,,
Mondragon,084813000,,,,,,
Palapag,084814000,,,,,,
Pambujan,084815000,,,,,,
Rosario,084816000,,,,,,
San Antonio,084817000,,,,,,
San Isidro,084818000,,,,,,
San Jose,084819000,,,,,,
San Roque,084820000,,,,,,
San Vicente,084821000,,,,,,
Silvino Lobos,084822000,,,,,,
Victoria,084823000,,,,,,
Lope De Vega,084824000,,,,,,
Almagro,086001000,,,,,,
Basey,086002000,,,,,,
City of Calbayog,086003000,,,,,,
Calbiga,086004000,,,,,,
City of Catbalogan (Capital),086005000,,,,,,
Daram,086006000,,,,,,
Gandara,086007000,,,,,,
Hinabangan,086008000,,,,,,
Jiabong,086009000,,,,,,
Marabut,086010000,,,,,,
Matuguinao,086011000,,,,,,
Motiong,086012000,,,,,,
Pinabacdao,086013000,,,,,,
San Jose De Buan,086014000,,,,,,
San Sebastian,086015000,,,,,,
Santa Margarita,086016000,,,,,,
Santa Rita,086017000,,,,,,
Santo Ni�o,086018000,,,,,,
Talalora,086019000,,,,,,
Tarangnan,086020000,,,,,,
Villareal,086021000,,,,,,
Paranas,086022000,,,,,,
Zumarraga,086023000,,,,,,
Tagapul-An,086024000,,,,,,
San Jorge,086025000,,,,,,
Pagsanghan,086026000,,,,,,
Anahawan,086401000,,,,,,
Bontoc,086402000,,,,,,
Hinunangan,086403000,,,,,,
Hinundayan,086404000,,,,,,
Libagon,086405000,,,,,,
Liloan,086406000,,,,,,
City of Maasin (Capital),086407000,,,,,,
Macrohon,086408000,,,,,,
Malitbog,086409000,,,,,,
Padre Burgos,086410000,,,,,,
Pintuyan,086411000,,,,,,
Saint Bernard,086412000,,,,,,
San Francisco,086413000,,,,,,
San Juan,086414000,,,,,,
San Ricardo,086415000,,,,,,
Silago,086416000,,,,,,
Sogod,086417000,,,,,,
Tomas Oppus,086418000,,,,,,
Limasawa,086419000,,,,,,
Almeria,087801000,,,,,,
Biliran,087802000,,,,,,
Cabucgayan,087803000,,,,,,
Caibiran,087804000,,,,,,
Culaba,087805000,,,,,,
Kawayan,087806000,,,,,,
Maripipi,087807000,,,,,,
Naval (Capital),087808000,,,,,,
City of Dapitan,097201000,,,,,,
City of Dipolog (Capital),097202000,,,,,,
Katipunan,097203000,,,,,,
La Libertad,097204000,,,,,,
Labason,097205000,,,,,,
Liloy,097206000,,,,,,
Manukan,097207000,,,,,,
Mutia,097208000,,,,,,
Pi�an,097209000,,,,,,
Polanco,097210000,,,,,,
Pres. Manuel A. Roxas,097211000,,,,,,
Rizal,097212000,,,,,,
Salug,097213000,,,,,,
Sergio Osme�a Sr.,097214000,,,,,,
Siayan,097215000,,,,,,
Sibuco,097216000,,,,,,
Sibutad,097217000,,,,,,
Sindangan,097218000,,,,,,
Siocon,097219000,,,,,,
Sirawai,097220000,,,,,,
Tampilisan,097221000,,,,,,
Jose Dalman,097222000,,,,,,
Gutalac,097223000,,,,,,
Baliguian,097224000,,,,,,
Godod,097225000,,,,,,
Bacungan,097226000,,,,,,
Kalawit,097227000,,,,,,
Aurora,097302000,,,,,,
Bayog,097303000,,,,,,
Dimataling,097305000,,,,,,
Dinas,097306000,,,,,,
Dumalinao,097307000,,,,,,
Dumingag,097308000,,,,,,
Kumalarang,097311000,,,,,,
Labangan,097312000,,,,,,
Lapuyan,097313000,,,,,,
Mahayag,097315000,,,,,,
Margosatubig,097317000,,,,,,
Midsalip,097318000,,,,,,
Molave,097319000,,,,,,
City of Pagadian (Capital),097322000,,,,,,
Ramon Magsaysay,097323000,,,,,,
San Miguel,097324000,,,,,,
San Pablo,097325000,,,,,,
Tabina,097327000,,,,,,
Tambulig,097328000,,,,,,
Tukuran,097330000,,,,,,
City of Zamboanga,097332000,,,,,,
Lakewood,097333000,,,,,,
Josefina,097337000,,,,,,
Pitogo,097338000,,,,,,
Sominot,097340000,,,,,,
Vincenzo A. Sagun,097341000,,,,,,
Guipos,097343000,,,,,,
Tigbao,097344000,,,,,,
Alicia,098301000,,,,,,
Buug,098302000,,,,,,
Diplahan,098303000,,,,,,
Imelda,098304000,,,,,,
Ipil (Capital),098305000,,,,,,
Kabasalan,098306000,,,,,,
Mabuhay,098307000,,,,,,
Malangas,098308000,,,,,,
Naga,098309000,,,,,,
Olutanga,098310000,,,,,,
Payao,098311000,,,,,,
Roseller Lim,098312000,,,,,,
Siay,098313000,,,,,,
Talusan,098314000,,,,,,
Titay,098315000,,,,,,
Tungawan,098316000,,,,,,
City of Isabela,150701000,,,,,,
Baungon,101301000,,,,,,
Damulog,101302000,,,,,,
Dangcagan,101303000,,,,,,
Don Carlos,101304000,,,,,,
Impasug-ong,101305000,,,,,,
Kadingilan,101306000,,,,,,
Kalilangan,101307000,,,,,,
Kibawe,101308000,,,,,,
Kitaotao,101309000,,,,,,
Lantapan,101310000,,,,,,
Libona,101311000,,,,,,
City of Malaybalay (Capital),101312000,,,,,,
Malitbog,101313000,,,,,,
Manolo Fortich,101314000,,,,,,
Maramag,101315000,,,,,,
Pangantucan,101316000,,,,,,
Quezon,101317000,,,,,,
San Fernando,101318000,,,,,,
Sumilao,101319000,,,,,,
Talakag,101320000,,,,,,
City of Valencia,101321000,,,,,,
Cabanglasan,101322000,,,,,,
Catarman,101801000,,,,,,
Guinsiliban,101802000,,,,,,
Mahinog,101803000,,,,,,
Mambajao (Capital),101804000,,,,,,
Sagay,101805000,,,,,,
Bacolod,103501000,,,,,,
Baloi,103502000,,,,,,
Baroy,103503000,,,,,,
City of Iligan,103504000,,,,,,
Kapatagan,103505000,,,,,,
Sultan Naga Dimaporo,103506000,,,,,,
Kauswagan,103507000,,,,,,
Kolambugan,103508000,,,,,,
Lala,103509000,,,,,,
Linamon,103510000,,,,,,
Magsaysay,103511000,,,,,,
Maigo,103512000,,,,,,
Matungao,103513000,,,,,,
Munai,103514000,,,,,,
Nunungan,103515000,,,,,,
Pantao Ragat,103516000,,,,,,
Poona Piagapo,103517000,,,,,,
Salvador,103518000,,,,,,
Sapad,103519000,,,,,,
Tagoloan,103520000,,,,,,
Tangcal,103521000,,,,,,
Tubod (Capital),103522000,,,,,,
Pantar,103523000,,,,,,
Aloran,104201000,,,,,,
Baliangao,104202000,,,,,,
Bonifacio,104203000,,,,,,
Calamba,104204000,,,,,,
Clarin,104205000,,,,,,
Concepcion,104206000,,,,,,
Jimenez,104207000,,,,,,
Lopez Jaena,104208000,,,,,,
City of Oroquieta (Capital),104209000,,,,,,
City of Ozamiz,104210000,,,,,,
Panaon,104211000,,,,,,
Plaridel,104212000,,,,,,
Sapang Dalaga,104213000,,,,,,
Sinacaban,104214000,,,,,,
City of Tangub,104215000,,,,,,
Tudela,104216000,,,,,,
Don Victoriano Chiongbian,104217000,,,,,,
Alubijid,104301000,,,,,,
Balingasag,104302000,,,,,,
Balingoan,104303000,,,,,,
Binuangan,104304000,,,,,,
City of Cagayan De Oro (Capital),104305000,,,,,,
Claveria,104306000,,,,,,
City of El Salvador,104307000,,,,,,
City of Gingoog,104308000,,,,,,
Gitagum,104309000,,,,,,
Initao,104310000,,,,,,
Jasaan,104311000,,,,,,
Kinoguitan,104312000,,,,,,
Lagonglong,104313000,,,,,,
Laguindingan,104314000,,,,,,
Libertad,104315000,,,,,,
Lugait,104316000,,,,,,
Magsaysay,104317000,,,,,,
Manticao,104318000,,,,,,
Medina,104319000,,,,,,
Naawan,104320000,,,,,,
Opol,104321000,,,,,,
Salay,104322000,,,,,,
Sugbongcogon,104323000,,,,,,
Tagoloan,104324000,,,,,,
Talisayan,104325000,,,,,,
Villanueva,104326000,,,,,,
Asuncion,112301000,,,,,,
Carmen,112303000,,,,,,
Kapalong,112305000,,,,,,
New Corella,112314000,,,,,,
City of Panabo,112315000,,,,,,
Island Garden City of Samal,112317000,,,,,,
Santo Tomas,112318000,,,,,,
City of Tagum (Capital),112319000,,,,,,
Talaingod,112322000,,,,,,
Braulio E. Dujali,112323000,,,,,,
San Isidro,112324000,,,,,,
Bansalan,112401000,,,,,,
City of Davao,112402000,,,,,,
City of Digos (Capital),112403000,,,,,,
Hagonoy,112404000,,,,,,
Kiblawan,112406000,,,,,,
Magsaysay,112407000,,,,,,
Malalag,112408000,,,,,,
Matanao,112410000,,,,,,
Padada,112411000,,,,,,
Santa Cruz,112412000,,,,,,
Sulop,112414000,,,,,,
Baganga,112501000,,,,,,
Banaybanay,112502000,,,,,,
Boston,112503000,,,,,,
Caraga,112504000,,,,,,
Cateel,112505000,,,,,,
Governor Generoso,112506000,,,,,,
Lupon,112507000,,,,,,
Manay,112508000,,,,,,
City of Mati (Capital),112509000,,,,,,
San Isidro,112510000,,,,,,
Tarragona,112511000,,,,,,
Compostela,118201000,,,,,,
Laak,118202000,,,,,,
Mabini,118203000,,,,,,
Maco,118204000,,,,,,
Maragusan,118205000,,,,,,
Mawab,118206000,,,,,,
Monkayo,118207000,,,,,,
Montevista,118208000,,,,,,
Nabunturan (Capital),118209000,,,,,,
New Bataan,118210000,,,,,,
Pantukan,118211000,,,,,,
Don Marcelino,118601000,,,,,,
Jose Abad Santos,118602000,,,,,,
Malita (Capital),118603000,,,,,,
Santa Maria,118604000,,,,,,
Sarangani,118605000,,,,,,
Alamada,124701000,,,,,,
Carmen,124702000,,,,,,
Kabacan,124703000,,,,,,
City of Kidapawan (Capital),124704000,,,,,,
Libungan,124705000,,,,,,
Magpet,124706000,,,,,,
Makilala,124707000,,,,,,
Matalam,124708000,,,,,,
Midsayap,124709000,,,,,,
M'Lang,124710000,,,,,,
Pigkawayan,124711000,,,,,,
Pikit,124712000,,,,,,
President Roxas,124713000,,,,,,
Tulunan,124714000,,,,,,
Antipas,124715000,,,,,,
Banisilan,124716000,,,,,,
Aleosan,124717000,,,,,,
Arakan,124718000,,,,,,
Banga,126302000,,,,,,
City of General Santos,126303000,,,,,,
City of Koronadal (Capital),126306000,,,,,,
Norala,126311000,,,,,,
Polomolok,126312000,,,,,,
Surallah,126313000,,,,,,
Tampakan,126314000,,,,,,
Tantangan,126315000,,,,,,
T'Boli,126316000,,,,,,
Tupi,126317000,,,,,,
Santo Ni�o,126318000,,,,,,
Lake Sebu,126319000,,,,,,
Bagumbayan,126501000,,,,,,
Columbio,126502000,,,,,,
Esperanza,126503000,,,,,,
Isulan (Capital),126504000,,,,,,
Kalamansig,126505000,,,,,,
Lebak,126506000,,,,,,
Lutayan,126507000,,,,,,
Lambayong,126508000,,,,,,
Palimbang,126509000,,,,,,
President Quirino,126510000,,,,,,
City of Tacurong,126511000,,,,,,
Sen. Ninoy Aquino,126512000,,,,,,
Alabel (Capital),128001000,,,,,,
Glan,128002000,,,,,,
Kiamba,128003000,,,,,,
Maasim,128004000,,,,,,
Maitum,128005000,,,,,,
Malapatan,128006000,,,,,,
Malungon,128007000,,,,,,
City of Manila,130700000,,,,,,
City of Mandaluyong,130701000,,,,,,
City of Marikina,130702000,,,,,,
City of Pasig,130703000,,,,,,
Quezon City,130704000,,,,,,
City of San Juan,130705000,,,,,,
City of Caloocan,130706000,,,,,,
City of Malabon,130707000,,,,,,
City of Navotas,130708000,,,,,,
City of Valenzuela,130709000,,,,,,
City of Las Piñas,130710000,,,,,,
City of Makati,130711000,,,,,,
City of Muntinlupa,130712000,,,,,,
City of Parañaque,130713000,,,,,,
Pasay City,130714000,,,,,,
Pateros,130715000,,,,,,
City of Taguig,130716000,,,,,,
Bangued (Capital),140101000,,,,,,
Boliney,140102000,,,,,,
Bucay,140103000,,,,,,
Bucloc,140104000,,,,,,
Daguioman,140105000,,,,,,
Danglas,140106000,,,,,,
Dolores,140107000,,,,,,
La Paz,140108000,,,,,,
Lacub,140109000,,,,,,
Lagangilang,140110000,,,,,,
Lagayan,140111000,,,,,,
Langiden,140112000,,,,,,
Licuan-Baay,140113000,,,,,,
Luba,140114000,,,,,,
Malibcong,140115000,,,,,,
Manabo,140116000,,,,,,
Pe�arrubia,140117000,,,,,,
Pidigan,140118000,,,,,,
Pilar,140119000,,,,,,
Sallapadan,140120000,,,,,,
San Isidro,140121000,,,,,,
San Juan,140122000,,,,,,
San Quintin,140123000,,,,,,
Tayum,140124000,,,,,,
Tineg,140125000,,,,,,
Tubo,140126000,,,,,,
Villaviciosa,140127000,,,,,,
Atok,141101000,,,,,,
City of Baguio,141102000,,,,,,
Bakun,141103000,,,,,,
Bokod,141104000,,,,,,
Buguias,141105000,,,,,,
Itogon,141106000,,,,,,
Kabayan,141107000,,,,,,
Kapangan,141108000,,,,,,
Kibungan,141109000,,,,,,
La Trinidad (Capital),141110000,,,,,,
Mankayan,141111000,,,,,,
Sablan,141112000,,,,,,
Tuba,141113000,,,,,,
Tublay,141114000,,,,,,
Banaue,142701000,,,,,,
Hungduan,142702000,,,,,,
Kiangan,142703000,,,,,,
Lagawe (Capital),142704000,,,,,,
Lamut,142705000,,,,,,
Mayoyao,142706000,,,,,,
Alfonso Lista,142707000,,,,,,
Aguinaldo,142708000,,,,,,
Hingyon,142709000,,,,,,
Tinoc,142710000,,,,,,
Asipulo,142711000,,,,,,
Balbalan,143201000,,,,,,
Lubuagan,143206000,,,,,,
Pasil,143208000,,,,,,
Pinukpuk,143209000,,,,,,
Rizal,143211000,,,,,,
City of Tabuk (Capital),143213000,,,,,,
Tanudan,143214000,,,,,,
Tinglayan,143215000,,,,,,
Barlig,144401000,,,,,,
Bauko,144402000,,,,,,
Besao,144403000,,,,,,
Bontoc (Capital),144404000,,,,,,
Natonin,144405000,,,,,,
Paracelis,144406000,,,,,,
Sabangan,144407000,,,,,,
Sadanga,144408000,,,,,,
Sagada,144409000,,,,,,
Tadian,144410000,,,,,,
Calanasan,148101000,,,,,,
Conner,148102000,,,,,,
Flora,148103000,,,,,,
Kabugao (Capital),148104000,,,,,,
Luna,148105000,,,,,,
Pudtol,148106000,,,,,,
Santa Marcela,148107000,,,,,,
Buenavista,160201000,,,,,,
City of Butuan (Capital),160202000,,,,,,
City of Cabadbaran,160203000,,,,,,
Carmen,160204000,,,,,,
Jabonga,160205000,,,,,,
Kitcharao,160206000,,,,,,
Las Nieves,160207000,,,,,,
Magallanes,160208000,,,,,,
Nasipit,160209000,,,,,,
Santiago,160210000,,,,,,
Tubay,160211000,,,,,,
Remedios T. Romualdez,160212000,,,,,,
City of Bayugan,160301000,,,,,,
Bunawan,160302000,,,,,,
Esperanza,160303000,,,,,,
La Paz,160304000,,,,,,
Loreto,160305000,,,,,,
Prosperidad (Capital),160306000,,,,,,
Rosario,160307000,,,,,,
San Francisco,160308000,,,,,,
San Luis,160309000,,,,,,
Santa Josefa,160310000,,,,,,
Talacogon,160311000,,,,,,
Trento,160312000,,,,,,
Veruela,160313000,,,,,,
Sibagat,160314000,,,,,,
Alegria,166701000,,,,,,
Bacuag,166702000,,,,,,
Burgos,166704000,,,,,,
Claver,166706000,,,,,,
Dapa,166707000,,,,,,
Del Carmen,166708000,,,,,,
General Luna,166710000,,,,,,
Gigaquit,166711000,,,,,,
Mainit,166714000,,,,,,
Malimono,166715000,,,,,,
Pilar,166716000,,,,,,
Placer,166717000,,,,,,
San Benito,166718000,,,,,,
San Francisco,166719000,,,,,,
San Isidro,166720000,,,,,,
Santa Monica,166721000,,,,,,
Sison,166722000,,,,,,
Socorro,166723000,,,,,,
City of Surigao (Capital),166724000,,,,,,
Tagana-An,166725000,,,,,,
Tubod,166727000,,,,,,
Barobo,166801000,,,,,,
Bayabas,166802000,,,,,,
City of Bislig,166803000,,,,,,
Cagwait,166804000,,,,,,
Cantilan,166805000,,,,,,
Carmen,166806000,,,,,,
Carrascal,166807000,,,,,,
Cortes,166808000,,,,,,
Hinatuan,166809000,,,,,,
Lanuza,166810000,,,,,,
Lianga,166811000,,,,,,
Lingig,166812000,,,,,,
Madrid,166813000,,,,,,
Marihatag,166814000,,,,,,
San Agustin,166815000,,,,,,
San Miguel,166816000,,,,,,
Tagbina,166817000,,,,,,
Tago,166818000,,,,,,
City of Tandag (Capital),166819000,,,,,,
Basilisa,168501000,,,,,,
Cagdianao,168502000,,,,,,
Dinagat,168503000,,,,,,
Libjo,168504000,,,,,,
Loreto,168505000,,,,,,
San Jose (Capital),168506000,,,,,,
Tubajon,168507000,,,,,,
City of Lamitan (Capital),150702000,,,,,,
Lantawan,150703000,,,,,,
Maluso,150704000,,,,,,
Sumisip,150705000,,,,,,
Tipo-Tipo,150706000,,,,,,
Tuburan,150707000,,,,,,
Akbar,150708000,,,,,,
Al-Barka,150709000,,,,,,
Hadji Mohammad Ajul,150710000,,,,,,
Ungkaya Pukan,150711000,,,,,,
Hadji Muhtamad,150712000,,,,,,
Tabuan-Lasa,150713000,,,,,,
Bacolod-Kalawi,153601000,,,,,,
Balabagan,153602000,,,,,,
Balindong,153603000,,,,,,
Bayang,153604000,,,,,,
Binidayan,153605000,,,,,,
Bubong,153606000,,,,,,
Butig,153607000,,,,,,
Ganassi,153609000,,,,,,
Kapai,153610000,,,,,,
Lumba-Bayabao,153611000,,,,,,
Lumbatan,153612000,,,,,,
Madalum,153613000,,,,,,
Madamba,153614000,,,,,,
Malabang,153615000,,,,,,
Marantao,153616000,,,,,,
City of Marawi (Capital),153617000,,,,,,
Masiu,153618000,,,,,,
Mulondo,153619000,,,,,,
Pagayawan,153620000,,,,,,
Piagapo,153621000,,,,,,
Poona Bayabao,153622000,,,,,,
Pualas,153623000,,,,,,
Ditsaan-Ramain,153624000,,,,,,
Saguiaran,153625000,,,,,,
Tamparan,153626000,,,,,,
Taraka,153627000,,,,,,
Tubaran,153628000,,,,,,
Tugaya,153629000,,,,,,
Wao,153630000,,,,,,
Marogong,153631000,,,,,,
Calanogas,153632000,,,,,,
Buadiposo-Buntong,153633000,,,,,,
Maguing,153634000,,,,,,
Picong,153635000,,,,,,
Lumbayanague,153636000,,,,,,
Amai Manabilang,153637000,,,,,,
Tagoloan Ii,153638000,,,,,,
Kapatagan,153639000,,,,,,
Sultan Dumalondong,153640000,,,,,,
Lumbaca-Unayan,153641000,,,,,,
Ampatuan,153801000,,,,,,
Buldon,153802000,,,,,,
Buluan,153803000,,,,,,
City of Cotabato,153804000,,,,,,
Datu Paglas,153805000,,,,,,
Datu Piang,153806000,,,,,,
Datu Odin Sinsuat,153807000,,,,,,
Shariff Aguak (Capital),153808000,,,,,,
Matanog,153809000,,,,,,
Pagalungan,153810000,,,,,,
Parang,153811000,,,,,,
Sultan Kudarat,153812000,,,,,,
Sultan Sa Barongis,153813000,,,,,,
Kabuntalan,153814000,,,,,,
Upi,153815000,,,,,,
Talayan,153816000,,,,,,
South Upi,153817000,,,,,,
Barira,153818000,,,,,,
Gen. S.K. Pendatun,153819000,,,,,,
Mamasapano,153820000,,,,,,
Talitay,153821000,,,,,,
Pagagawan,153822000,,,,,,
Paglat,153823000,,,,,,
Sultan Mastura,153824000,,,,,,
Guindulungan,153825000,,,,,,
Datu Saudi-Ampatuan,153826000,,,,,,
Datu Unsay,153827000,,,,,,
Datu Abdullah Sangki,153828000,,,,,,
Rajah Buayan,153829000,,,,,,
Datu Blah T. Sinsuat,153830000,,,,,,
Datu Anggal Midtimbang,153831000,,,,,,
Mangudadatu,153832000,,,,,,
Pandag,153833000,,,,,,
Northern Kabuntalan,153834000,,,,,,
Datu Hoffer Ampatuan,153835000,,,,,,
Datu Salibo,153836000,,,,,,
Shariff Saydona Mustapha,153837000,,,,,,
Indanan,156601000,,,,,,
Jolo (Capital),156602000,,,,,,
Kalingalan Caluang,156603000,,,,,,
Luuk,156604000,,,,,,
Maimbung,156605000,,,,,,
Hadji Panglima Tahil,156606000,,,,,,
Old Panamao,156607000,,,,,,
Pangutaran,156608000,,,,,,
Parang,156609000,,,,,,
Pata,156610000,,,,,,
Patikul,156611000,,,,,,
Siasi,156612000,,,,,,
Talipao,156613000,,,,,,
Tapul,156614000,,,,,,
Tongkil,156615000,,,,,,
Panglima Estino,156616000,,,,,,
Lugus,156617000,,,,,,
Pandami,156618000,,,,,,
Omar,156619000,,,,,,
Panglima Sugala,157001000,,,,,,
Bongao (Capital),157002000,,,,,,
Mapun,157003000,,,,,,
Simunul,157004000,,,,,,
Sitangkai,157005000,,,,,,
South Ubian,157006000,,,,,,
Tandubas,157007000,,,,,,
Turtle Islands,157008000,,,,,,
Languyan,157009000,,,,,,
Sapa-Sapa,157010000,,,,,,
Sibutu,157011000,,,,,,
